"VIX.Close","AAPL.Close","VXAPLCLS","VXAZNCLS","VXGOGCLS","GOOG.Close","AMZN.Close","GSPC.Close","Date","AAPL.Ret","AMZN.Ret","GOOG.Ret","GSPC.Ret","AAPL.Vol","AAPL.PVol","AMZN.PVol","GOOG.PVol","GSPC.PVol"
33.459999,38.787498,36.12,44.31,34.2,1001.52002,1350.5,2581,37,-0.0279022850074333,-0.0479118172868036,-0.0459179600241955,-0.0382590522050155,0.0136456470198176,0.0179950917443689,0.0227020487202501,0.0213864103760395,0.0148262434862819
29.059999,39.102501,33.75,43.7,33.99,1037.780029,1339.599976,2619.550049,38,0.00808845092857791,-0.00810385022841675,0.0355649782352119,0.0148256452651365,0.0141504694787623,0.0182083467259804,0.0228415836284,0.0231276707754442,0.015329384817859
25.610001,40.677502,27.71,37.22,28.13,1051.939941,1386.22998,2656,41,0.039488734058494,0.034216773716544,0.0135521782074948,0.0138186656125736,0.0123494560377952,0.0205576705140128,0.023639870017093,0.0233792881407793,0.0156053227577597
24.969999,41.084999,26.88,35.74,26.75,1052.099976,1414.51001,2662.939941,42,0.00996790384480217,0.0201953707013338,0.000152121638962832,0.00260952182772112,0.0122999886822568,0.0205475111144197,0.0235704467531529,0.0230489242204157,0.015516343743159
19.26,41.842499,24.78,31.42,24.46,1069.699951,1451.050049,2698.629883,43,0.0182694784631421,0.0255042776308061,0.0165900455021264,0.0133134400309336,0.0119482743819847,0.0210856479329415,0.0240132860407228,0.0234424920103175,0.015872963525317
19.129999,43.247501,25.12,30.92,23.59,1089.52002,1461.76001,2731.199951,44,0.0330269058552091,0.00735372993561167,0.0183590611125606,0.0119968616443646,0.0104267843443228,0.0221164399633334,0.0238407132935149,0.0237526242663913,0.0159717044399568
19.459999,43.107498,24.59,31.69,23.29,1094.800049,1448.689941,2732.219971,45,-0.00324250186520914,-0.00898153693160531,0.00483449230614674,0.000373399821508968,0.0103920536863178,0.0221110491687161,0.0240129140444896,0.0237968862062426,0.015975186216865
20.6,42.962502,24.49,32.34,25.09,1102.459961,1468.349976,2716.26001,49,-0.00336926076833288,0.0134796459737281,0.0069722681846951,-0.00585851712920782,0.0115878156845581,0.0221058148816231,0.0240526364086087,0.0237997473740729,0.0159548132602094
20.02,42.767502,23.59,31.85,24.2,1111.339966,1482.920044,2701.330078,50,-0.00454917361938589,0.00987384161670501,0.00802245272292712,-0.00551166461587016,0.0119578025763079,0.0220670449045576,0.0236800415734557,0.0235706870158604,0.0158181889119144
18.719999,43.125,23.01,32.25,24.24,1106.630005,1485.339966,2703.959961,51,0.00832436024273298,0.00163053272151981,-0.0042470981495466,0.000973077554965229,0.012751253447066,0.0221714828911676,0.0231969069630385,0.0233528354085017,0.0158035278134524
16.49,43.875,21.06,29.68,20.9,1126.790039,1500,2747.300049,52,0.0172418064345057,0.00982142872140468,0.0180535512034146,0.0159012782845682,0.0161083802538612,0.0222492000873413,0.023156959469773,0.0237755536863539,0.0162959173664602
15.8,44.7425,21.39,28.86,20.63,1143.75,1521.949951,2779.600098,55,0.0195791511233967,0.0145272670849987,0.0149394207046845,0.0116884386817349,0.016300528028399,0.0222102926922154,0.0231479508589473,0.0240071297350441,0.0165463973917737
18.59,44.5975,23.14,29.78,23.41,1118.290039,1511.97998,2744.280029,56,-0.00324602926614093,-0.00657233826422221,-0.0225115698652214,-0.0127883116733161,0.0163985419592553,0.0222411949316219,0.0230848884808008,0.0244102086520848,0.0164654893918571
19.85,44.529999,24.55,30.3,23.9,1104.72998,1512.449951,2713.830078,57,-0.00151470676644561,0.000310783198490761,-0.0121998246248625,-0.0111578060215365,0.0165733158267383,0.0216421462923974,0.0230297290698657,0.0244968067634114,0.0165544420647198
22.469999,43.75,26.81,33.32,27.99,1069.52002,1493.449951,2677.669922,58,-0.0176714840732166,-0.0126419732301839,-0.0323909747248026,-0.0134139657621342,0.0162508571579966,0.0220274545397924,0.0231289583887713,0.0252909153432085,0.0166264980892812
19.59,44.052502,24.89,31.2,25.53,1078.920044,1500.25,2691.25,59,0.00689053705749876,0.0045429139902371,0.00875061319135906,0.0050587854385169,0.0163605792103339,0.0220507961759505,0.0230792656430981,0.0253645605897856,0.0166974279733229
18.73,44.205002,23.79,28.68,24.07,1090.930054,1523.609985,2720.939941,62,0.00345580024039549,0.0154507482707169,0.0110700113876021,0.0109716174612213,0.0169642970448737,0.0220517438244278,0.0208636398557026,0.025571694674078,0.0169452324435131
18.360001,44.1675,23.59,27.88,24.52,1095.060059,1537.640015,2728.120117,63,-0.000848725596819033,0.00916627406068393,0.00377861719450401,0.00263538301257338,0.0170616749743702,0.019301438554629,0.0201705187595027,0.0233495254205909,0.0163496621035588
17.76,43.7575,23.68,28.13,24.61,1109.640015,1545,2726.800049,64,-0.00932619782184485,0.00477512713082273,0.0132264417471353,-0.000483991693956298,0.0178302558098679,0.0183568881512893,0.0188091911855586,0.0203616718722189,0.0133473060755938
16.540001,44.235001,22.33,26.7,23.72,1126,1551.859985,2738.969971,65,0.0108533268590287,0.00443029149110874,0.0146358778041913,0.00445314825424248,0.0177964742159801,0.0165208692174416,0.0172958127933464,0.0200053104019076,0.0128674953397712
14.64,44.994999,20.28,24.39,21.33,1160.040039,1578.890015,2786.570068,66,0.0170349967193375,0.0172678761618377,0.0297829911844083,0.0172295465038514,0.0178852227899328,0.0156650894425956,0.0167967919200522,0.0194694835077037,0.013276725890804
15.78,45.43,18.43,21.83,19.26,1164.5,1598.390015,2783.02002,69,0.0096213295100922,0.0122748040181131,0.00383728944035155,-0.00127479704060018,0.0176993462638803,0.0136456470198176,0.0116281803945053,0.0156379578953401,0.00965140825016842
16.35,44.9925,20.03,25.06,22.23,1138.170044,1588.180054,2765.310059,70,-0.00967687055809119,-0.00640814149233648,-0.0228700622506182,-0.00638391043583741,0.0178145092320298,0.0141504694787623,0.0115159257350529,0.0155331451405015,0.00952562463533137
17.23,44.610001,20.9,24.47,21.5,1149.48999,1591,2749.47998,71,-0.00853773765654919,0.00177400882721823,0.00989660895757094,-0.00574097014258435,0.0177711847546972,0.0123494560377952,0.00990077331340043,0.0154456536641786,0.00932579180642798
16.59,44.662498,19.42,25.08,21.71,1149.579956,1582.319946,2747.330078,72,0.00117610701255888,-0.00547065899173749,7.82629516802302e-05,-0.000782236274108783,0.0178360185699197,0.0122999886822568,0.0097159336940378,0.0154466353494821,0.00933765478475005
15.8,44.505001,19.03,24.32,20.25,1135.72998,1571.680054,2752.01001,73,-0.00353261368895064,-0.00674694506135154,-0.0121210216175198,0.00170199807789562,0.0180954892581662,0.0119482743819847,0.00888216594965696,0.0155671075247629,0.00893746617768184
19.02,43.825001,22.59,28.81,26.6,1099.819946,1544.930054,2712.919922,76,-0.0153971112549556,-0.0171665084695913,-0.0321291174315181,-0.0143060405804629,0.017758279362315,0.0104267843443228,0.00994064142890384,0.0168945978745319,0.00914993538094709
18.200001,43.810001,22.22,27.93,27.43,1097.709961,1586.51001,2716.939941,77,-0.000342328973678807,0.0265580046745297,-0.00192032485354243,0.00148070846611859,0.0188865439170638,0.0103920536863178,0.0108479014876641,0.0168711950458131,0.00915731740029464
17.860001,42.817501,24.34,30.31,26.49,1090.880005,1581.859985,2711.929932,78,-0.0229152037723224,-0.00293528113573061,-0.00624144154745476,-0.00184569184358807,0.0203921573520057,0.0115878156845581,0.0107463803071415,0.0168495008381652,0.00907631564854849
23.34,42.212502,27.68,35.27,31.82,1049.079956,1544.920044,2643.689941,79,-0.0142304877883075,-0.0236292028175233,-0.0390711668783696,-0.0254848872590383,0.0201892806092038,0.0119578025763079,0.0121545898458031,0.0186913621489538,0.0105940070353976
24.870001,41.235001,31.56,40.03,33.5,1021.570007,1495.560059,2588.26001,80,-0.0234289985544542,-0.0324713994599914,-0.0265728812161381,-0.0211898070675298,0.0197672095080772,0.012751253447066,0.0142899665036347,0.0194024481780114,0.0114538303227568
21.030001,43.192501,27.43,35.81,31.41,1053.209961,1555.859985,2658.550049,83,0.0463794576824061,0.0395276796799875,0.0305019399817086,0.0267950406801321,0.0166579404231116,0.0161083802538612,0.0165659561514878,0.0202743409141177,0.0125072948403515
22.5,42.084999,31.61,40.71,36.43,1005.099976,1497.050049,2612.620117,84,-0.0259755333168634,-0.0385319000298843,-0.046755591267722,-0.0174272857817392,0.0158080879658919,0.016300528028399,0.0184566884394014,0.0219155617771345,0.0125783835318563
22.870001,41.619999,33.07,48.27,36.58,1004.559998,1431.420044,2605,85,-0.0111105619635263,-0.044829548446125,-0.000537382462685976,-0.0029209188276953,0.0158250398436348,0.0163985419592553,0.0207962502977173,0.0216180497887148,0.0123751564220874
19.969999,41.945,30.36,41.22,31.67,1031.790039,1447.339966,2640.870117,86,0.00777843935968026,0.0110603761600503,0.026745563071449,0.0136757774228435,0.0162633507709467,0.0165733158267383,0.0210029377387212,0.0226261669487442,0.0126870842677997
23.620001,41.669998,34.48,48,35.74,1006.469971,1371.98999,2581.879883,90,-0.00657783886005747,-0.0534651320995714,-0.0248460651984956,-0.0225906821998745,0.0169931040989149,0.0162508571579966,0.0237389218836355,0.0221961613260676,0.0132699256615121
21.1,42.0975,32.15,43.62,35.49,1013.409973,1392.050049,2614.449951,91,0.0102069590641265,0.0145152826485404,0.00687172455951934,0.0125359611773792,0.0192904953846614,0.0163605792103339,0.024017297939414,0.0221506186837803,0.0135584972249688
20.059999,42.9025,29.66,41.32,33.13,1025.140015,1410.569946,2644.689941,92,0.018941742791994,0.0132163237304104,0.0115083481213185,0.0115001022585774,0.0189081588151588,0.0169642970448737,0.0239336485866589,0.0221647252595857,0.0135830350310213
18.940001,43.200001,28.32,39.91,32.47,1027.810059,1451.75,2662.840088,93,0.00691041910389156,0.0287758855323608,0.00260117919018565,0.00683942159633499,0.0205487142679246,0.0170616749743702,0.0248254706270999,0.0221483046873555,0.0136754305138858
21.49,42.095001,31.98,43,34.08,1007.039978,1405.22998,2604.469971,94,-0.0259115258527949,-0.032568749046801,-0.0204150694039242,-0.0221640669841525,0.0194655326581532,0.0178302558098679,0.0255862911084744,0.0221312319776253,0.0144204190865352
21.77,42.512501,31.7,44.05,34.05,1015.450012,1406.079956,2613.159912,97,0.00986918131038905,0.000604683258160321,0.00831656276670056,0.00333099481175125,0.019427316335602,0.0177964742159801,0.0255329776581088,0.0218980508178532,0.0143966478678728
20.469999,43.3125,29.41,42.09,32.61,1031.640015,1436.219971,2656.870117,98,0.0186431030943153,0.0212089825609425,0.0158179077177687,0.0165885989675969,0.019161435365101,0.0178852227899328,0.0257163253668879,0.0209844499998605,0.0143539260248135
20.24,43.110001,29.94,41.12,32.51,1019.969971,1427.050049,2642.189941,99,-0.00468626499460489,-0.00640523128249537,-0.0113765968654409,-0.00554068585564416,0.0191900043351582,0.0176993462638803,0.0254281716381599,0.0209053286001043,0.0143693201139956
18.49,43.535,27.81,38.76,31.49,1032.51001,1448.5,2663.98999,100,0.00981020032506175,0.0149191274674392,0.0122195540545791,0.00821689876343346,0.0193322379896571,0.0178145092320298,0.025808916833943,0.020917887526813,0.0145230302932593
17.41,43.682499,27.54,39.85,30.31,1029.27002,1430.790039,2656.300049,101,0.00338232905801439,-0.012301771688306,-0.00314290818600771,-0.00289079967402373,0.0193785704084746,0.0177711847546972,0.0258237722284574,0.020656724918896,0.0144974338419551
16.559999,43.955002,27.43,38.38,30.17,1037.97998,1441.5,2677.840088,104,0.00621888746562815,0.0074574715573581,0.00842666493183764,0.00807633677770347,0.0195604355656307,0.0178360185699197,0.0259670474982417,0.020844089524937,0.0146517542496198
15.25,44.560001,27.1,36.69,29.6,1074.160034,1503.829956,2706.389893,105,0.0136701892564584,0.0423309198692197,0.0342624949678161,0.0106050717289028,0.019461741068432,0.0180954892581662,0.0278864669800113,0.0224334404999534,0.0148677452308667
15.6,44.459999,27.33,37.07,30,1072.079956,1527.839966,2708.639893,106,-0.0022467320167574,0.015839793000576,-0.00193834674683391,0.000831020407423999,0.0195329954769547,0.017758279362315,0.0279250377103853,0.0213933613805913,0.0145434038572296
15.96,43.200001,30.51,40.34,31.56,1087.699951,1556.910034,2693.129883,107,-0.0287493676457098,0.01884815858498,0.0144646843803589,-0.00574258188196275,0.0182585984807604,0.0188865439170638,0.0275998928741543,0.0216634913442552,0.0145901095354543
16.879999,41.43,34.01,40.39,31.28,1072.959961,1527.48999,2670.139893,108,-0.041835262308902,-0.0190772507004437,-0.0136441821208013,-0.00857317709997663,0.0150046588808259,0.0203921573520057,0.027882831832351,0.021822324709468,0.0146964687037567
16.34,41.310001,31.6,40.58,30.53,1067.449951,1517.859985,2670.290039,111,-0.00290063047342404,-0.00632442062664929,-0.00514856723527402,5.62299297808266e-05,0.0149933699148045,0.0201892806092038,0.027453677109997,0.020028659230816,0.013559054224457
18.02,40.735001,32.58,41.92,25.86,1019.97998,1460.089966,2634.560059,112,-0.0140169273043682,-0.0388033838542805,-0.0454895810598268,-0.013470887828869,0.0142801521664924,0.0197672095080772,0.0278503438529448,0.0216799003409816,0.0130369070943988
17.84,40.912498,31.87,40.87,24.57,1021.179993,1460.170044,2639.399902,113,0.00434789263096391,5.48430617453022e-05,0.0011758148838199,0.00183537394838584,0.0143784687927732,0.0166579404231116,0.0262544942272548,0.0205256812992524,0.0116126965632727
16.24,41.055,30.52,38.31,23.9,1040.040039,1517.959961,2666.939941,114,0.00347704021826978,0.0388144050412809,0.0183003969142757,0.0103801441652864,0.0143939705684619,0.0158080879658919,0.026448555969067,0.0181172623575723,0.0111432838451586
15.41,40.580002,30.7,28.3,22.36,1030.050049,1572.619995,2669.909912,115,-0.0116372474777222,0.0353757126344432,-0.00965181912751056,0.00111300538272641,0.0139867363398737,0.0158250398436348,0.0253179717892724,0.0182801528599759,0.0111073891048722
15.93,41.314999,30.07,27.88,21.96,1017.330017,1566.130005,2648.050049,118,0.0179502222658332,-0.00413540374294108,-0.0124258274039954,-0.00822119244304886,0.0138844864858286,0.0162633507709467,0.0253376362291941,0.0175253672498834,0.010900773673222
15.49,42.275002,28.98,26.78,21.32,1037.310059,1582.26001,2654.800049,119,0.0229703361450642,0.0102465997228913,0.0194493157805029,0.00254580217086176,0.0134590570959125,0.0169931040989149,0.0216961584658226,0.0171315882617948,0.00958147165864872
15.97,44.142502,21.1,27.4,21.52,1024.380005,1569.680054,2635.669922,120,0.0432271404086979,-0.00798239975551684,-0.0125433242896094,-0.00723195121871711,0.0106875201238966,0.0192904953846614,0.0218505282621905,0.0173461791567627,0.00939433248553361
15.9,44.2225,21.94,26.89,21.97,1023.719971,1572.079956,2629.72998,121,0.00181062683290012,0.001527743977352,-0.000644533011653792,-0.00225621781074015,0.0107289036018214,0.0189081588151588,0.0217988043034562,0.0171627511805953,0.00905396923347979
14.77,45.9575,21.35,25.05,20.33,1048.209961,1580.949951,2663.419922,122,0.0384833470393646,0.00562634587078925,0.0236408868998188,0.0127298102535169,0.00732441848676695,0.0205487142679246,0.0211197141268839,0.0179234819068376,0.00937093282298491
14.75,46.290001,22.38,24.6,20.39,1054.790039,1600.140015,2672.629883,125,0.0072089202712271,0.0120652336122475,0.00625782165778066,0.00345198057821339,0.00724647872889531,0.0194655326581532,0.0194273196233949,0.0172678975712394,0.00789043730273687
14.71,46.512501,21.81,24.84,21.01,1053.910034,1592.390015,2671.919922,126,0.00479513852622038,-0.00485509307709275,-0.000834642216172909,-0.000265676635106793,0.00729700131760537,0.019427316335602,0.0195419316776153,0.017221389008489,0.00788158669485742
13.42,46.84,21.68,24.32,20.6,1082.76001,1608,2697.790039,127,0.00701642355717924,0.00975512904185383,0.0270062563080948,0.00963564786491933,0.00757258875587565,0.019161435365101,0.0192517146398836,0.0178396794274346,0.00732282490521907
13.23,47.509998,21.98,23.51,20.26,1097.569946,1609.079956,2723.070068,128,0.0142026343729116,0.000671388995820976,0.0135852500069058,0.00932701149504123,0.0069796446081532,0.0191900043351582,0.0190964228576498,0.0177137920357441,0.00740473227761987
12.65,47.147499,20.4,23.69,18.34,1098.26001,1602.910034,2727.719971,129,-0.00765920890807736,-0.00384181121856653,0.000628522277721366,0.00170613951177145,0.00681764223555045,0.0193322379896571,0.0190832276487021,0.0176085105560466,0.00724110642311821
12.93,47.037498,20.01,23.67,18.57,1100.199951,1601.540039,2730.129883,132,-0.00233585079406273,-0.000855057842850115,0.00176481858930622,0.000883099469968229,0.00707629998478612,0.0193785704084746,0.0187298220111201,0.0175562351392757,0.00718303670143568
14.63,46.610001,20.31,25.36,20.43,1079.22998,1576.119995,2711.449951,133,-0.0091299815610153,-0.0159995631945247,-0.0192441315593896,-0.00686565517605686,0.0067140997362696,0.0195604355656307,0.0192900937981186,0.0181699174631323,0.00721876570648609
13.42,47.044998,19.59,23.95,19.83,1081.77002,1587.280029,2722.459961,134,0.00928941610696699,0.00705575027767136,0.00235080163789458,0.00405233993386034,0.00688030438887848,0.019461741068432,0.017234736891109,0.0165898681634419,0.00689893041606832
13.43,46.747501,19.6,24.39,19.31,1078.589966,1581.76001,2720.129883,135,-0.00634374818574335,-0.00348372031579647,-0.00294400592257471,-0.000856238742636961,0.00672034512319074,0.0195329954769547,0.0170052491148227,0.0165982114789299,0.00690204005701396
13.42,46.577499,19.03,24.35,19.56,1066.359985,1574.369995,2712.969971,136,-0.00364322931771843,-0.00468296837814641,-0.0114036353428135,-0.00263566521405334,0.0076125326858285,0.0182585984807604,0.0165855462170337,0.0164527776963413,0.00680081034522337
13.08,46.907501,18.63,24.14,19.42,1079.579956,1585.459961,2733.01001,139,0.00706002825516672,0.00701937236459482,0.0123210701187748,0.00735960452426276,0.00750634953868309,0.0150046588808259,0.0160106050570038,0.0164262244876724,0.00664251052441607
13.22,46.790001,18.31,23.35,19.01,1069.72998,1581.400024,2724.439941,140,-0.00250807244773199,-0.00256401561386266,-0.0091657743670428,-0.00314068882774521,0.0075817488437021,0.0149933699148045,0.0159363609110402,0.0165159097462285,0.00670417336301686
12.58,47.09,17.71,22.47,18.62,1079.689941,1601.859985,2733.290039,141,0.0063911380052506,0.0128548988705948,0.0092676467640489,0.00324314533314585,0.0074333763943868,0.0142801521664924,0.013057688452853,0.0128805802172713,0.00584256915918756
12.53,47.037498,18.33,22.72,18.71,1079.23999,1603.069946,2727.76001,142,-0.00111555085517523,0.000755062409185214,-0.00041682779978558,-0.00202526284893434,0.00804626203694796,0.0143784687927732,0.0130468934162342,0.0128947403633742,0.0059002648672015
13.22,47.145,17.7,21.7,18.61,1075.660034,1610.150024,2721.330078,143,0.00228284551735269,0.00440685015294218,-0.00332262216681389,-0.00236000318604201,0.00856666045084542,0.0143939705684619,0.0104088252664109,0.0124363077574422,0.0055960260724691
17.02,46.974998,19.55,23.58,21.74,1060.319946,1612.869995,2689.860107,147,-0.00361245619395101,0.00168784036691605,-0.0143637598544037,-0.0116315726226972,0.00854745938120403,0.0139867363398737,0.00725742609259255,0.0126894635796918,0.00623351906488412
14.94,46.875,19.41,21.84,19.77,1067.800049,1624.890015,2724.01001,148,-0.00213101843311492,0.00742493278342149,0.00702980454293378,0.0126158755948031,0.00872631899984024,0.0138844864858286,0.00727064157329101,0.0123364809275007,0.00645468324373235
15.43,46.717499,19.63,21.15,20.97,1084.98999,1629.619995,2705.27002,149,-0.00336567888155681,0.00290672532318936,0.0159702581707224,-0.00690333315620162,0.00871001374799555,0.0134590570959125,0.00701385290394604,0.0121161363387412,0.00669190905760703
13.46,47.560001,18.57,20.38,18.69,1119.5,1641.540039,2734.620117,150,0.017873287439635,0.00728799363956778,0.0313113959132592,0.0107907994674017,0.0081032064803303,0.0106875201238966,0.00677968626222466,0.0131905332199637,0.00675270565697083
12.74,47.9575,18.9,20.74,20.01,1139.290039,1665.27002,2746.870117,153,0.00832310917970291,0.0143524350808395,0.017523138539179,0.00446959489865772,0.00860450157124333,0.0107289036018214,0.00728160606325324,0.0134482223647677,0.00671232306893713
12.4,48.327499,18.64,21.94,20.05,1139.660034,1696.349976,2748.800049,154,0.00768553409320116,0.0184915853975136,0.000324706545907993,0.000702346400362153,0.00862331847252496,0.00732441848676695,0.00803827428329518,0.0127865925425659,0.00625533000093373
11.64,48.494999,18.12,23.1,20.88,1136.880005,1695.75,2772.350098,155,0.00345994310326603,-0.000353749011233084,-0.00244232944228884,0.00853090069877727,0.00922154351096042,0.00724647872889531,0.00781926139943182,0.0128499944996183,0.00643021064295899
12.13,48.365002,18.63,23.26,20.5,1123.859985,1689.300049,2770.370117,156,-0.00268422623809617,-0.00381084989141023,-0.0115184974926095,-0.000714443813657262,0.00979832375073037,0.00729700131760537,0.00777156393024539,0.0132386727259002,0.00643796587968013
12.18,47.924999,19.11,21.54,19.19,1120.869995,1683.98999,2779.030029,157,-0.00913918492095522,-0.00314829933069571,-0.00266401018827001,0.00312102886860455,0.00960835735843337,0.00757258875587565,0.00770508267456989,0.0120885811426417,0.00618979811918526
12.35,47.807499,16.68,15.98,14.94,1129.98999,1689.119995,2782,160,-0.00245475802799966,0.00304170867718057,0.00810360925934273,0.00106813711376752,0.009996199658377,0.0069796446081532,0.00769894780900652,0.0118752126529425,0.00591822689337897
